Comment_ID,Review_ID,Helpfullness Ratio,Author,Comment,Thumbs Up!,Thumbs Down,Question & Answer,Product Feature Discussion,"Irrelevant (e.g., arguing with one another)"
160,1,1,Mrs Jacqueline D. Druce,Thank you very much for your review Robert O'Regan,1,0,0,0,0
161,1,1,Ron Cronovich,"To MJ Mann:  Sorry my review is so long, but toward the end of it you'll see a section on 3G vs. wi-fi.  Good luck to you, and thanks for reading.    Thanks so much to whoever suggested the idea to share a kindle account between two or more people who have their own kindles.  What a great idea!!!",0,0,1,1,0
162,1,1,Arts&HistoryFan,"M.J.,   In addition to what is in Ron's review, see my explanation of the differences between 3G/WiFi and WiFi-Only Kindles, at   http://bit.ly/kw3gwifi    A lot depends on your needs and wants but a basic understanding of how each operates and what it means for your use of the Kindle is important.    Good luck on your decision.   - Andrys",0,0,1,1,0
163,1,1,robsept5,I am researching the K3 vs the nookie ah Nook and this was REALLY helpful. Thanks! Planning on going to Alaska next year -will either reader be able to show me color pics of Alaska? I cant seen to find an answer -maybe I am just not far enough into my research -I was able to hold and read and listen to a Kindle at our local Library -the voice reading the book was mechanical -that surprised me -for some reason I had gotten it into my mind that the author's (or actor's) voice would be reading the book -like a book on tape. hummm I guess i need more research -except I really want to buy this k3  and I have the money saved LOL The library had the large Kindle and it was ok to read -but i think I want the little paperback size-that will fit in my purse. Keep posting i love what you have written so far -Thanks again/robin,1,0,1,1,0
164,1,1,deb edge,Wish i'd found your comment(s) at the beginning of my research!  (-8  Thanks so much for all the DETAILS!  You've made my soon-to-be-purchase MUCH easier!,1,0,0,0,0
165,1,1,Lynn,"Ron,  I am thinking about buying Kindle for someone with limited vision.  He can see things that are about the width of a newspaper column.  Can one set the number of words on the screen so that the width of print on the Kindle is about 1 3/4 inches?  Amazon said you cannot set the margins, but a few reviews I have read indicate that you can set the number of words in a line, which would effectively set the margins.  Thanks for any help you can give me!",0,0,1,0,0
166,1,0,Kaaren L. Corallo,Very helpful review.  I am about to make my first venture into the e-reading world and your review just confirmed for me the correct product to purchase.  It was my first choice.  Thanks to you and all the others who made comments.,1,0,0,0,0
167,1,0,morgen j busch,"Ron,  Could you please tell us more about the possibility of ePub or the ability to read library books on a Kindle?    Thank you!",0,0,1,0,0
168,1,0,T. Laucks,"Thank you for your extensive research, it's much appreciated.  I also love to read, however, do you miss the ""book""?  I don't know how I will adjust to reading a ""screen"" as opposed to a page.  Let me know your thoughts.  Thanks.",1,0,1,0,0
169,1,0,Judy Ganzemiller,Great review.  I have used our Kindle from the local Library and loved it.   I want to know more about web use.  Can you access your email accounts on it?? Or is it just a browse freature?,1,0,1,0,0
170,1,0,Ron Cronovich,"To Sam Whiskey:    You are right, it's loooonnnnnnggggg.  Too long.  If I had time, I'd edit it down to half the size (and it would still be too long!).  But I'm working crazy hours this fall, so the best I can do is occasionally add a comment now and then to try to answer people's questions (like Judy's question about email).    I wouldn't blame people for not wanting to read such a long review.  Fortunately, there are many shorter but excellent reviews here by people who own Kindles and took the time to share thoughts about their experiences.",0,0,0,0,1
171,1,0,M. Perkins,"Ron, your 10/17 update on 3G vs WiFi has confused me.  Could you clarify? you said:  ""If you don't have wifi at home, you should probably get the 3G model, otherwise you'll have to take your kindle to a wifi hotspot every time you want to download a book or newspaper. ""  I understood that the Kindle has a built-in connection (whispernet?) to connect to download books/newspaper content. As long as you're in a location that is covered by the whispernet service, you can get content.   Is that no longer the case?  Do you have to be either connected to WiFi hotspot (your home one or a public one) or through 3G to get content?  I thought the WiFi and 3G features were more to support browsing, better download speed, etc.  thank you",0,0,1,0,0
172,1,0,Ron Cronovich,"M. Perkins:  You MUST connect to the internet with either 3G or WiFi to download content from Amazon or browse the internet using Kindle's browser.  The term ""Whispernet"" is a marketing creation that refers, I think, to Kindle's built-in internet connectivity, which is based on 3G (and now, wi-fi) technology.  Without 3G or wifi, there is no ""whispernet.""    I hope this answers your question.    Don't forget:  Amazon has customer service people who are paid to answer questions about Kindle from prospective buyers.  That's a great resource for information, and I used them a few times when I was researching my purchase decision.    Best, Ron",0,0,1,1,0
173,1,0,Looking for Results,Thank you for the great info.  You helped me make up my mind.  What kind of mobile phone do you use?,1,0,0,0,0
174,1,0,Mary Burns,"Hi and thanks for your thorough report.  One question I haven't had answered: Can I read on the Kindle in the dark?  Is the screen bright enough?  Thanks,  Mary",1,0,1,0,0
175,1,1,Teddy Banks,"Question: I assume the screen size is rather small on these things, What about readability for folks that have problems with reading small print. Thanks for a Great Review",1,0,1,0,0
176,1,0,Richard Natoli-Rombach,What a great review and follow up.  It has been really helpful for when I decide to buy an eReader plus all the additional information is a great resource.,1,0,0,0,0
177,1,0,D. R. Shartzer Jr.,Well done! Thanks for an easy to read and VERY informative review.  I am off to order my very own!,1,0,0,0,0
178,1,0,D. Smith,Thanks for the thorough and helpful review.  I have placed the K3 on my Christmas wish-list.  Sure hope I get one!  One question about the 3G network through AT&T and the Kindle server; will I be able to browse the internet in general...not just to buy & download books through Kindle?,1,0,1,0,0
179,1,0,Beatles Fan,"I'm considering getting a kindle or nook for my husband , i know next to nothing. Can you read newspapers or magazines on them and how. Thanks to all. You help is appreciated.",0,0,1,0,0
180,1,0,Mary Stevens,"Ron,  You totally answered all my questions about the differences, pros and cons of the models. I am so grateful that you took the time to not only review the Kindle but you also updated your reviews based on new knowledge you received. Thank you! Amazon should be grateful to you as you have most certainly sold the Kindle 3 to me. I just have to decide on the 3G or not. We don't have 3G in our town yet and I do have WiFi in my home. AT&T keeps promising it but it hasn't materialized yet! For $50, I may just purchase the 3G for the times I travel. Thank you again!",1,0,0,0,0
181,1,0,Lynn,"Andrys,  I have a friend with Retinitis Pigmentosa and he can only see the width of a newspaper column at one time.  I know that one can't set the margins on a Kindle, but someone told me that one can set the number of words on a line.  I was thinking of buying a Kindle for him but I wanted to know if I could get the reading width (in a normal-sized font) on a Kindle to conform to the width of a newspaper column.  Barnes and Noble told him that one could not do this on a Nook. Thanks for any help you can give me.  I cannot find this information anywhere--even with a call to Amazon.",0,0,1,1,0
182,1,0,Lynn,"Andrys,  Thank you so much!  I don't understand why a representative at Amazon.com told me margin-setting was not possible when I called them about two weeks ago.  They even took my suggestion about ""Kindle should be able to set the margins.""  LOL  Anyway, I wanted to make sure the margins could be set to enable a width of about 1 3/4 inches of print with about 12-14 font size.  It looks like Ron has his hands full with all these emails.  LOL!  I can't believe Amazon.com is not paying him at this point!!  Lucinda--thanks for not minding me on this thread.  Lynn",0,0,0,0,1
183,1,0,Arts&HistoryFan,"Lynn,  It's the first time I've seen a review turn into a forum :-)    Ron has a very popular review because it's so thorough.  Anyway, here's an example of what the narrower column-style page is like when you choose fewest words on a line:    http://bit.ly/kfewestwords  That's a screen shot taken probably by Bufo Calvin.   - Andrys, kindleworld.blogspot.com",0,0,1,1,0
184,1,0,jood,"Great review.  You addressed a lot of my questions but, never having used one, I'm unclear on the book selection process.  My husband and I frequent a used bookstore and go through a bale of paperbacks monthly, returning some of them for credit and giving away others.  What determines the price of downloads and how extensive is the free selection?  Thanks for anyone who can comment on this.",1,0,1,0,0
185,1,1,Arts&HistoryFan,"jood,    Amazon itself has somewhat over 20,000 free books to choose from.  Most are classics but there are temporarily free contemporary ones on a promotional basis each day.    Also, you can download direct from Project Gutenberg to your Kindle, which has about 30,000 free books, via the 'Magic Catalog' ...      And at Internet Archive there are over 2 million free texts available for the Kindle.  Also, one can get books direct to Kindle also at feedbooks.com and mnybks.net ...  So there's a lot of choice for the thrifty.    NY Times bestsellers tend to be about $10 unless the larger publishers decide to price them higher.      The free ones from Amazon itself can be sync'd with your other Kindle-compatible devices, such as another Kindle, an iPhone or iPad, iPod touch, Blackberry, Android, Mac, PC etc. so that you can read from where you left off last on another device.    This can be done because those books are on Amazon's servers and the current location/page number can be marked and kept for you.    Some general information on free books can be found at http://bit.ly/kfreelow3     They also have a list of Top 100 Free and Top 100 Paid books (in popularity) on one page.   - Andrys, kindleworld.blogspot.com",0,0,1,1,0
186,1,0,jood,"Ohhh, thank you!",0,0,0,0,1
187,1,0,Jan Reed,Your posting is fantastic and has saved me hours of time.  Thank you!  I have been sitting on the e-reader fence waaaay too long.  I guess it goes to show if you research something too long you eventually talk yourself out of it!  In this case I have no intention of doing that.  I'll be ordering my Kindle 3.  I'd like to mention also that in my assessment of the e-readers vs. the iPad and new Nook one might question why you're getting it.  When I first started looking for an e-reader the iPad came along adding lots of other things to the formula.  I eventually realized after months of pondering that what I really wanted was a portable reader and not a laptop in disguise.  I appreciate the efforts you went through in posting your review of the Kindle.,1,0,0,1,0
188,1,0,Rosalyn,"Wow, thank you so much for this very thorough review! I am shopping for an e-reader as a Christmas gift for my stepdad and has been having a hard time choosing between Kindle, Nook and Sony digital reader. This is a great help!",1,0,0,0,0
189,1,0,boomer,Ron...great job on the review..very helpful. I'm just now considering ebooks and found your comments thoughtful and very helpful.,1,0,0,0,0
190,1,0,J. LAU,"Thank you for your thoughtful review.  I was curious with the Nook recent software update if you might at some point indulge your ""fans"" with an update.",1,0,1,0,0
191,1,1,Nen Pame,"Very helpful review, though you should update it again in light of Nook's new software update which makes the page-turn speeds equal with Kindle.  I can no longer tell a difference.  Contrast is also better now.",1,0,0,1,0
192,1,0,thundercloud,Thank you for your informative and helpful review. It was neither gushingly pro kindle or rantingly anti-kindle. Rants and gushes are beginning to wear me out LOL. I now tend to skip over them and look for ratings like the one you have here. I just voted your review as helpful,1,0,0,0,0
193,1,0,Jill E. Brown,Does any one know if we order a book if both my husband and I can read them on different Kindles? we are eaching getting one for christmas and I just wanted to check on this! I know there is soon going to be a load option for 14 days but I am not sure with work either of us could finish a book in 14 days! Thanks!,0,0,1,0,0
194,1,0.6666667,ARM-C,"THANK YOU FOR a very informative post and review.  I must say that I have come to the same conclusion... BUT there was only one discrepency for me... the PDF on the nook.  It does show the original PDF if the font size is set to small.  BUT, when you go larger on fonts, it reflows the text from the original PDF.  ALSO, there is the smaller mater of the expandable storage on the nook.  Something that has been a consideration of mine...  Despite my tremendous disappointment with the lack of expandable storage and lack of epub support (as well as pdf reflow support), the overall snappy performance of the K3 has won me over.  There are a host of small things I really like about the Nook; however, these do not come anywhere close to making me choose nook over k3.  BN missed the mark by not ensuring that the interface was snappy and responsive (BUT the 1.5 update made a considerable difference in page turning -- text input STILL lags big time!) and the overall importance of landscape mode for viewing PDFs.  I have just spent the weekend with a Kindle3 and Nook.  I have come to essentially the same conclusion as your post indicated.  I will be returning my Nook and keeping the Kindle despite the $90 difference (got Nook for $99 on Black Friday).  Thanks for a great post.",1,0,0,1,0
195,1,0.6666667,Ron Cronovich,"Kim and Jill asked whether two people with their own Kindles could share Kindle books.  It is possible with many but not all books, provided both Kindles are registered to the same Amazon account.  Some publishers do not allow Amazon to let people put Kindle books on more than one device at a time, but many do allow it.    To ARM-C, I like the *idea* of expandable storage on the Nook.  However, in my experience, Kindle's lack of it will not be a problem, for two reasons.  First, Kindle's included internal storage is huge (4gb vs. Nook's 2gb).  My kindle 3 has 10 purchased books and over a hundred free books (plus some MP3 files I never listen to), and I'm using only a tiny percentage of the available capacity.  Second, if space is running low, you can delete items you don't access often; they will remain on your Amazon Kindle account and it's very easy to get them back later if you wish.   Thanks to everyone for reading my review and for all your comments!",0,0,1,1,0
196,1,0,J. Bergman,Thank you so much for taking the time to post this!  I have been looking all over for a good description of the difference between the Nook and the Kindle.  This is BY FAR the best I have found.,1,0,0,0,0
197,1,0,D. Weaver,Wow! That's what I call a thorough review!  It has also made a difference in my choice to buy a kindle.(3) Thanks!,1,0,0,0,0
198,1,1,Nix Cadavre,"With the Nook's newest firmware update (as of 11/2010), page refresh speed is no longer an issue, so the Kindle's ""speed advantage"" is no longer a consideration. Nook has also added ""shelves"" to the library (allowing you to organize books any way you desire), and does support cross-platform bookmarking in Nook applications, now. Battery life seems to have been increased, as well.   However, there is as yet no way for a Kindle to use DRM-protected ebooks purchased or borrowed from anywhere other than Amazon, and it's unlikely they'll ever allow it. Meanwhile, the Nook has support for ePub and Adobe Digital Editions, which allows Nook owners to purchase ebooks from dozens of retailers, and also allows Nook owners to borrow books from the public library. Kindle can't do this.   Yes, you can get non-DRM books from other sources and convert them to Kindle, but books that are protected (which is MOST of them) are not usable on the Kindle with just conversion-- You'd also have to strip the DRM, which is illegal and difficult. Calibre cannot strip DRM from books, and will NOT allow you to borrow library books on your Kindle.   Furthermore, as many have noted, Nook supports storage upgrades via SD cards. Kindle does not. Nook supports user-replaceable batteries. Kindle does not (you have to send your Kindle in to Amazon, and they charge you approximately eighty bucks to do it for you while you're waiting for your Kindle to come back). As pointed out, opening your Kindle voids your warranty. Replacing the battery on the Nook does not.   The reviewer also seems confused about PDF support. The Nook does, indeed, have good PDF support. In fact, having owned a Kindle 2 and a Nook, I can say the Nook's PDF support is much better, and much easier to read. I have personally put graphic-laden PDFs on the Nook and been pleased with the outcome. On the Kindle, the PDFs were hard to read because the font size was terrible.   Nook's web browsing is a FAR better experience than Kindle's because you can see the web page in color on the touch screen, and you can interact with it there as well. Instead of using a joystick to click links, you simply touch them. The full page displays on the e-ink, while the zoomed-in section shows up on the touch screen. The only negative to Nook's web browsing is that you can't browse the web via 3G on Nook; It's WiFi only.   For me, it boils down to format support, though.  I won't get another Kindle until they open it up and support what is now turning out to be the industry standard for eBooks; ePub and Adobe Digital Editions. Kindle is closed-off, and getting content for it (legitimately) requires you to be at Amazon's mercy. This means you're stuck with Amazon's availability and pricing, and I just don't like being cornered like that (especially since I've found eBooks far cheaper on Amazon's competitor sites). With the Nook, I can shop around for the best price on an ebook, and even find books that don't exist in Kindle format, because I have support for almost every internet-based ebook store out there. Converting and ripping DRM is not convenient, legal, or desirable, and the end result is not as nice as the original. Kindle takes away CHOICE, and I like having choices.  Oh, and one more thing: The Kindle doesn't do actual page numbers; It has its own numbering system, based on font size. The Nook uses page numbers, which makes finding or referring to things much easier on Nook than on the Kindle.",0,0,0,1,0
199,1,1,Thomas J. Weadock Jr.,"Well, today my wife gave me the Kindle Wi-Fi for my birthday.  As a man with 3 Apple Computers and 2 iPods I could not justify the expense to use an iPad as an e-reader. It's heavier than a Kindle and the glare from the screen can be exhausting and frustrating in bright light.  A kindle is an e-reader...nothing more and nothing less and therefore excels  at doing what it was created to do.  Thanks to Ron and all the contributors for their input.  I believe either the nook, kindle or Sony would satisfy the needs of an e-reader on an e-reader.  KEEP READING  TOM",1,0,0,1,0
200,1,0,Jlove,i was debating whether to get a nook or kindle and this is very helpful. i was just wondering if your space runs out does amazon have memory chips you can buy like the nook does? also another question is if the kindle has different language settings. i travel a lot and find it would be very helpful is it did. thank you!,1,0,1,0,0
201,1,1,token,"@Ron, The Nook comes built in with 2gb but it also has an expandable micro sd card slot that expands up to 16gb. The Nook has a way larger storage space capacity than the Kindle's. You really need to do a upgrade to your post because the Nook has the new ",0,0,0,1,0
202,1,0.5,Ron Cronovich,"Hi, everyone.   I've revised and updated the review to make it more coherent, slightly shorter, and to address two issues that have come up in recent comments:  storage capacity and the Nook version 1.5 firmware update.    I welcome the comments of Nook fans who note, quite correctly, that Nook has expandable storage, a user-replaceable battery, and compatibility with ePub; Kindle has none of these.  These are reasons I initially chose the Nook.  But after using Nook and Kindle, my experience is that Kindle's lack of these features is not a problem for me.  If you disagree, that's fine, I respect that.  But it's my review, and I honestly gave my impressions from using the two devices.    My review now mentions the new Nook version 1.5 firmware update.  To Nook fans who think I have not done justice to the awesomeness of the version 1.5 firmware, I apologize, but I have not used a Nook with this update, so I can't really say much about it.  Your comments have convinced me that it improves the experience of using the Nook. Maybe I would have kept my Nook if it had this software when I bought it.  (The one I bought was running version 1.4, which itself was a huge improvement over the initial Nook firmware, but still quite sluggish compared to the Kindle.)     I'm happy that version 1.5 improves the Nook experience.  Yet, it's hard for me to imagine that the sluggish performance of Nooks running version 1.4 and earlier is due solely to crappy firmware.  I understand that the first version of most technology gadgets is buggy, and that's one of the pitfalls of being an early adopter.  It's nice to know that B&N keeps improving the firmware.",0,0,0,1,0
203,1,1,T. Madsen,"Regarding your comments on the Nook Color screen (which I now own and have been using for a couple of weeks): it may just boil down to taste, but I prefer the touch screen (with color a current nice-to-have and in the process of very quickly becoming a must-have).  For example, as far as preference for Kindle's ""dedicated keys"" - again, a matter of taste but I am looking for a direct interface with my e-reading material and a touchscreen is the only way to accomplish that.  With the Nook Color you can not only directly flip the page back/forth but more quickly and intuitively touch on a word for a look-up, highlight a section, bookmark, take notes, and generally interact with your book (and other media such as top newspapers and magazines in their intended, high-res color layout - perhaps one of the biggest market disruptors).  All of these are big differentiators for me (rather than watching movies, surfing, playing games, etc...) as I love to highlight and take notes - basically, interact - with my books and other reading material.  What I have always done with the printed page and a pencil/dictionary/encyclopedia by my side I can now do with a touch ereader - with all the tools built-in.  I am now, finally, fully sold on the ereader.  Regarding the screen brightness - I too had an issue with how intensely bright the screen was.  I then touched the lower left corner of the screen and up popped - the brightness control.  I turned it DOWN :)  Again, perhaps just me, but with the brightness down, I have not noticed any fatigue the last two weeks.  Bottom line, if I had to place the Nook Color somewhere in the current market, what I currently have is the first generation of a lighter weight, lower-cost, more reader-oriented alternative to the iPad.    Overall, you've done an excellent review - I just think the color, direct-screen approach (not to mention a more open platform for alternative book files, reader-dedicated android apps, etc...) is not just a different category, it is the replacement of the static black/white screen.  Amazon will need to catch up quick.",0,0,0,1,0
204,1,1,Ron Cronovich,"T Madsen, thanks for your review of the Nook Color.  It sounds like a great device.  I love the touch-screen of my ipod touch, so I can see how it would be easy to love the touchscreen interface of the Nook Color.  I absolutely agree that magazines like National Geographic which have gorgeous photos or graphics would be wasted on an e-ink based reader.   And of course, the Nook Color's web browser is quite good, and makes Kindle's web browser look even more inadequate.    Tablet computers like Nook Color may eventually dominate the ereader market, as you suggest.  But I think there's still a market for e-ink based Kindles, at least for the foreseeable future:  They still work great for reading novels and most non-fiction books, they're about half the weight of Nook Color, they get really great battery life, and they cost about $120 less than the Nook Color (when you include sales tax on the Nook Color).   Maybe I'll pick up a Nook Color when my finances recover from the Macbook Air I just bought (that will take quite a long time, unfortunately).  Until then, I'm happy that it's such a great device for you and others who buy it.  Having more choices is better for us consumers, and healthy competition will motivate both companies to keep improving their products.",0,0,0,1,0
205,1,1,Ron Cronovich,"S. Sokolinsky:  I know people who buy every new ipod model that's introduced.  E-readers aren't as sexy, but is it really so inconceivable that someone would buy new models frequently, just for the sake of having the latest and greatest?   Yet, that is not our story.  We have two, not five or six.  You want to understand why, so here's why:  Last summer, I bought a Nook and my wife bought a Kindle 2.  We fully intended to keep them for years.  After using my Nook and seeing my wife's K2, I grew to strongly prefer the K2, so I returned my Nook.    Instead of ordering a K2 for myself, I ordered a DX.  It was a lot more expensive, but it had a new kind of e-ink technology with 50% better contrast than the K2, and of course a bigger display.  I fully intended to keep the DX.  But the day it arrived (literally!), Amazon announced the new Kindle 3.  The screen of Kindle 3 wasn't as big as the DX, but Kindle 3 had the same new high-constrast e-ink of the DX and it was $200 cheaper.  K3 made me regret my DX purchase.   I called Amazon customer service to discuss these issues.  I said I didn't want to abuse their return policy, but I also didn't want to spend hundreds of dollars on devices that were immediately obsolete.  They told us to return our kindles within 4 weeks and put us on the pre-order list for new K3s.  They said don't worry, this is normal whenever a new model comes out, everyone who just bought the old model and is still within the return period wants to exchange it for the new model.  They factor these returns into the cost of coming out with a new version.   I promise you:  every time I purchased one of these e-readers, I had every intention of keeping it.  In 12 years of shopping at Amazon, I have bought well over 1000 items and returned maybe 5 or 6 of them (including 2 or 3 that were defective).  We have had our K3s for over 3 months now, and are very happy with them.  We will keep them for a few years.    Or maybe we'll get into the habit of buying the new model every year.  If so, then next year you can look forward to seeing my review comparing the Kindle 4 to the Kindle 3.",0,0,1,1,0
206,1,1,Arts&HistoryFan,"Ron,    I just wanted to say I love your last sentence!  Cracked me up.  At any rate, this is an amazing review thread.  Thanks for handling it all so well with great balance and real helpfulness.",1,0,0,0,0
207,1,0,R. J. Holbrook,Thanks so much for taking the time to detail the differences between the Nook and the Kindle.  I really appreciate it before making such an expensive purchase.  :),1,0,0,0,0
208,1,0,sage,"Thank you for all the information, it was/is very helpful.",1,0,0,0,0
209,1,0,Magpie,"Hi Ron, many thanks for your insightful post on the Kindle3.  I'm considering buying 1 for Xmas, but I would worry about  the lack of protection. To this end, I've been looking @ different covers/cases. Keep going back to the Amazon Kindle case. However  my one issue with this case is that it doesn't zip closed. Has anyone  found a good quality, relatively inexpensive case that offers optimum protection while retaining the illusion of the Kindle3",1,0,1,1,0
210,1,0,Charles J. Schwartz,"Ron, would you suggest purchasing the $39.99 two year extended warranty for the Kindle 3? Are there any pro's or con's? Thanks in advance.",0,0,1,0,0
211,1,1,Charles J. Schwartz,"Ron, Thanks for your response. I did purchase the extended warranty when I bought the K3, but  I have a feeling I  just wasted $43.09. Oh well, only time will tell. I am able to cancel the warranty and get a full refund if done within 60 days. Maybe two years will go by and it wouldn't even be an issue. Any feedback would be great. Here is some of the warranty information:  Service Net Warranty Solutions  Feedback Rating: 4.6 stars over the past 12 months (1006 ratings)  Feedback  30 days  90 days  365 days  Lifetime Positive  96%  92%  92%  92% Neutral  2%  4%  4%  4% Negative  2%  4%  4%  4% Count  391  1000  1006  1006        Service Net Warranty Solutions:  Customers may cancel their contract at any time for any reason if they have not filed a claim. If the contract is cancelled within 60 days of the date purchased and does not have a claim the customer will receive a refund of the full purchase price of the contract. If the contract is cancelled thereafter and there are no claims, the customer will be refunded the remaining days of coverage on a monthly prorated basis.",0,0,0,1,0
212,1,0,Tulsa Shuffle,Very exhaustive and subjective comparison review of Nook & Kindle devices. Very informative. Thanks.,1,0,0,0,0
213,1,0,Brenda Nelson,"Thanks for all the information.  This is all new to me.  I bought a Kindle 3 for my husband for Christmas.  Is there anything else I need to get, do or know so that he'll be able to enjoy it on Christmas day?  I haven't even taken it out of the packaging it came in.  Any info/tips would be greatly appreciated!!  Thank you and happy holidays!",1,0,1,0,0
214,1,0,Sally,Thanks for you thoughtful review.,1,0,0,0,0
215,1,1,L. Lengen,Great review! I own a Nook and have to say with the new update it is now all I could ask for in an eReader.  Very fast page turns.  I just bought my daughter a Nook and when the Kindle 3 came out I was worried I might have made a mistake.  After reading your review on the Kindle 3 (and the pros of owning a Nook) I believe I made the right choice.  Thank you for taking the time to write such a deatailed review.,1,0,0,1,0
216,1,1,K. Rayner-ramos,"If you travel, definitely get the 3G capability.  It is so awesome to be able to download new books almost anywhere...including in the middle of the Serengeti while on safari in Africa.  My kids and I went through several books on our trip and were able to download new ones or search info using the browser on many of the cool wildlife we encountered. I love using my Kindle, and I'm definitely getting the one w/3G for my wife before we go on our next big trip.  She's a readaholic, and it will cut down on the paperbacks and travel guides that she usually brings along.",0,0,0,1,0
217,1,0,J. Haysley,Very informative discussions! Can anyone compare a Kindle3 to a Android Tablet. Does the tablet's e-reader do a good job? I really wanted an e-reader when someone advised me to get a tablet. I have no experience with either. Thanks for any replies.,1,0,1,0,0
218,1,0,C. Egan,Wonderful review! Thank you for taking the time to be so informative. It was very much appreciated.,1,0,0,0,0
219,1,0,anni davison,Very helpful review.  Price comparison as well would have been nice and the benefits of 3G (for those of use less savvy folk).,1,0,0,0,0
220,1,0,Brian P. Pescatore,This was a great review!  Thanks for taking the time.  Extremely helpful!,1,0,0,0,0
221,1,0,Sumera Q,thank you for this very thorough and informative review it was very well written and has GREAT info.  I can't wait to read a review comparing the Nook Colour and the Kindle 3.  Question:  who get's more books?  the nook or the kindle?  what about text books?  are those accessible on either the kindle or nook?,1,0,1,0,0
222,1,0,Jo,"Ron, thank you so much for the terrific review of all the readers! You've really been very informative, and I also appreciate it very much. I don't know much about either reader but you've helped me figure out which one I want! Thank you so much. Happy Holidays and all the best to everyone.  Hoping ""Santa"" will bring me the one I want. I will have to write him a letter, I guess. LOL!",1,0,0,0,0
223,1,0,Donea Matheson,Thank you Ron for this very helpful review. I've been debating on getting my mom a Kindle or a Nook for Christmas. The information you have given was great!   Dee,1,0,0,0,0
224,1,0,Colette M. Rudis,Great point. I have now made my color choice thanks to your contribution. I am getting a graphite K3...I am so glad to finally decide on this...have been kicking back and forth on color...Colette Rudis,1,0,0,0,0
225,1,0,Ron Cronovich,"Thanks for all your comments, everyone!  I don't always respond (I'm working pretty crazy hours right now).  But I read every one and appreciate them all!",0,0,0,0,0
226,1,0,bumblebee,Thanks so much for your thorough explanation comparing both the Nook and the Kindle. This kind of review is just what a person needs to compare products.,1,0,0,0,0
227,1,0,John Kiely,"Ron, great review. I am new to electronic books. I'd like to buy the Kindle 3 but am unclear how I download books. do I hook it to a computer or can I use it at home where I have a wireless router? what's the advantage of the more expensive models? thanks very much, john kiely   jkiely@vmc.org",0,0,1,0,0
228,1,1,Ann deVries,"Thanks for making that clear. I kept reading contradictory articles about the ability to use Calibre to convert ePub for Kindle use. I want the ability to use library books and I did see a link on how to strip the DRM from ebooks, but I thought it was part of the legal use of Calibre for Kindle. Obviously not. I prefer to keep things legal. Since I would only want to circumvent the DRM for library books, I now realize it is pointless to get a Kindle. You saved me from making the wrong choice. Too bad Amazon is so anal about library books. I always buy books by my favourite authors but still use the library frequently.",0,0,0,1,0
229,1,0,Robenson Salomon,"I want to buy the kindle so bad but I still taking my time due to the fact that I can't check my e-mails on it. I'm very satisfy with your review but in today's technology I have to be able to check my e-mails, that's a must. Having the ability to read music sheet is great but I truly need more just that.",1,0,0,1,0
230,1,1,Deepa Duraisamy,"You should be a review writer if they have something like that ! This is amazing. Made buying a Kindle 3 so much easier and I love it too. Just thought I could also let you know, there's a free program called Mobipocket Creator which can convert your pdf to an e-book format which you can then transfer to the Kindle and then use the font change features etc. Make sure you do the professional install while you install it. Makes reading pdfs also so much better ! Thanks again for all the info.",1,0,0,1,0
231,1,0,Alicia Miller,Awesome review. Thanks so much. I was trying to decide whether to get the nook color or kindle for my sister for christmas...you have made up my mind. I hope you and your wife do more reviews like this cause it definitely helped me out a lot. Happy holidays to you and your family!! : ),1,0,0,0,0
232,1,0,Nora E. Castro,Thank you for taking the time to write this review. Your time & help was greatly appreciated.,1,0,0,0,0
233,1,0,Mary Ann Fournier,"I have been trying to decided between the Kindle and nook for weeks, as i am sure many readers have been. Your review was by far the most helpful, and helped me to go with my original plan; The kindle :D I just ordered mine two days ago, and am attempting to wait patiently. What also helped me decided is the fact that Amazon has more of a book selection than Barnes and Noble, however, most of their covers are not as expensive as the kindles. Do you know If a nook cover will allow a kindle to fit in it? Again, thank you for this thorough look into both the kindle and the nook. I believe this should be widely published  for every one trying to decided between the two.",1,0,0,1,0
234,1,1,token,"@Ron and Mary Ann  The advatage of Nook is it's open format. Nook can shop at thousands of retailers online. If you can't find a book on B&N you can search other e-book retailers. For instance, Nook can shop at Kobo store, Sony store, Google store, fictio",0,0,0,1,0
235,1,0,C. J. Parker,Thanks for the info. I have considered the DX but would probably have to wait longer to purchase due to double the cost. Think Santa would send one? LOL,1,0,0,1,0
236,1,0,Thelma E. Driscoll,"I need help in using my Bible on my Kindle 3G.  How can I (explained in simple language please!) go to a specific Book/Chapter/Verse quickly?  I've not been able to figure that out.  I'm not a computer geek, so simple instructions please!  Thank you.",0,0,1,0,0
